drug_name,side_effects,generic_name,drug_classes,brand_names
Glucotrol,"hives ; difficulty breathing; swelling of your face, lips, tongue, or throat. Call your doctor at once if you have symptoms of low blood sugar: headache, irritability sweating, fast heart rate; dizziness, nausea; or hunger, feeling anxious or shaky. Common Glucotrol side effects may include: diarrhea , constipation , gas; dizziness, drowsiness; tremors; or skin rash , redness, or itching.",glipizide,Sulfonylureas,Glucotrol XL
Glumetza,"hives ; difficult breathing; swelling of your face, lips, tongue, or throat. Some people using Glumetza develop lactic acidosis, which can be fatal. Get emergency medical help if you have even mild symptoms such as: unusual muscle pain; feeling cold; trouble breathing; feeling dizzy, light-headed, tired, or very weak; stomach pain, vomiting ; or slow or irregular heart rate. Common side effects of Glumetza may include: low blood sugar; nausea , upset stomach ; or diarrhea .",metformin,Non-sulfonylureas,"Fortamet, Glucophage, Glucophage XR, MetFORMIN (Eqv-Glucophage XR), MetFORMIN (Eqv-Glumetza), Riomet, Riomet ER"
liraglutide,"hives ; fast heartbeats; dizziness ; trouble breathing or swallowing; swelling of your face, lips, tongue, or throat. Liraglutide may cause serious side effects. Call your doctor at once if you have: racing or pounding heartbeats; sudden changes in mood or behavior, suicidal thoughts; dehydration symptoms--feeling very thirsty or hot, being unable to urinate, heavy sweating, or hot and dry skin ; low blood sugar-- headache , hunger, sweating, irritability, dizziness, fast heart rate , and feeling anxious or shaky; gallbladder or pancreas problems--sudden and severe pain in your upper stomach that may spread to your back, nausea , vomiting, fever, jaundice (yellowing of your skin or eyes); or signs of a thyroid tumor--swelling or a lump in your neck, trouble swallowing, a hoarse voice, feeling short of breath. Common side effects of liraglutide may include: low blood sugar; nausea, vomiting, stomach discomfort, loss of appetite; diarrhea, constipation ; rash; headache, dizziness; or feeling tired.",liraglutide,Incretin mimetics,"Saxenda, Victoza"
pioglitazone,"hives ; difficult breathing; swelling of your face, lips, tongue, or throat. Stop using pioglitazone and call your doctor at once if you have symptoms of liver damage : nausea , upper stomach pain, itching, loss of appetite, dark urine, clay-colored stools, or jaundice (yellowing of the skin or eyes). Pioglitazone may cause serious side effects. Call your doctor at once if you have: shortness of breath (especially when lying down), unusual tiredness, swelling, rapid weight gain; pink or red urine, painful or difficult urination, new or worsening urge to urinate; changes in your vision; or sudden unusual pain in your hand, arm, or foot. Some people taking pioglitazone have had bladder cancer, but it is not clear if pioglitazone was the actual cause. Common side effects of pioglitazone may include: headache ; muscle pain; or cold symptoms such as stuffy nose, sinus pain, sneezing, sore throat .",pioglitazone (oral),Thiazolidinediones,Actos
Bydureon,"hives ; difficulty breathing; swelling of your face, lips, tongue, or throat. Some people using exenatide have had serious or fatal bleeding caused by low levels of platelets (blood cells that help your blood to clot). Stop using Bydureon and call your doctor right away if you have unusual bleeding or bruising. Stop using Bydureon and call your doctor at once if you have: severe ongoing nausea and vomiting ; pain, warmth, swelling, an open wound or scab, or other skin changes where the injection was given; easy bruising, unusual bleeding, purple or red spots under your skin; signs of a thyroid tumor - swelling or a lump in your neck, trouble swallowing, a hoarse voice, feeling short of breath; pancreas or gallbladder problems - pain in your upper stomach spreading to your back, nausea and vomiting, fever, fast heart rate , yellowing of your skin or eyes; low blood sugar - headache, hunger, sweating, irritability, dizziness, fast heart rate, and feeling anxious or shaky; or kidney problems - swelling, urinating less, feeling tired or short of breath. Common Bydureon side effects may include: indigestion , nausea, vomiting, diarrhea , constipation ; headache; or itching or a small bump where an injection was given.",exenatide,Incretin mimetics,Bydureon BCise
sitagliptin,"severe pain in your upper stomach spreading to your back, with or without vomiting. Sitagliptin may cause serious side effects. Call your doctor at once if you have: severe autoimmune reaction--itching, blisters, breakdown of the outer layer of skin; severe or ongoing pain in your joints; little or no urination; or symptoms of heart failure --shortness of breath (even while lying down), swelling in your legs or feet, rapid weight gain. Common side effects of sitagliptin may include: low blood sugar; headache ; or runny or stuffy nose, sore throat.",sitagliptin,Dipeptidyl peptidase 4 inhibitors,Januvia
glyburide,"dark urine, jaundice (yellowing of the skin or eyes); severe skin rash, redness, or itching; pale skin, easy bruising or bleeding; fever, chills, sore throat, mouth sores; or low levels of sodium in the body headache, confusion, slurred speech, severe weakness, vomiting , loss of coordination, feeling unsteady. Older adults may be more likely to have low blood sugar while taking glyburide. Common glyburide side effects may include: low blood sugar; nausea, heartburn , feeling full; muscle or joint pain ; blurred vision; or mild rash or skin redness.",glyburide,Sulfonylureas,"DiaBeta, Glynase PresTab, Micronase"
metformin / sitagliptin,"severe pain in your upper stomach spreading to your back, nausea and vomiting , loss of appetite, or fast heartbeats. Some people using metformin develop lactic acidosis, which can be fatal. Get emergency medical help if you have even mild symptoms such as: unusual muscle pain; feeling cold; trouble breathing; feeling dizzy, light-headed, tired, or very weak; stomach pain, vomiting ; or irregular heart rate. Call your doctor at once if you have any of these serious side effects: severe autoimmune reaction--itching, blisters, breakdown of the outer layer of skin; severe or ongoing pain in your joints; little or no urinating; or symptoms of heart failure --shortness of breath (even while lying down), swelling in your legs or feet, rapid weight gain. Common side effects of metformin and sitagliptin may include: low blood sugar (if you also use insulin or another oral diabetes medication); upset stomach , indigestion , gas, diarrhea , nausea, vomiting; headache , weakness; or cold symptoms such as runny or stuffy nose, sneezing, sore throat.",metformin and sitagliptin,Antidiabetic combinations,"Janumet, Janumet XR"
canagliflozin,"hives ; difficult breathing; swelling of your face, lips, tongue, or throat. Seek medical attention right away if you have signs of a genital infection (penis or vagina): burning, itching, odor, discharge, pain, tenderness, redness or swelling of the genital or rectal area, fever, not feeling well. These symptoms may get worse quickly. Canagliflozin may cause serious side effects. Call your doctor at once if you have: a light-headed feeling, like you might pass out; little or no urination; pain or burning when you urinate; new pain, tenderness, sores, ulcers, or infections in your legs or feet; high potassium-- nausea , irregular heartbeats, weakness, loss of movement; ketoacidosis (too much acid in the blood)--nausea, vomiting, stomach pain, confusion, unusual drowsiness, or trouble breathing; or dehydration symptoms-- dizziness , weakness, feeling light-headed (like you might pass out). You may be more likely to have a broken bone while using canagliflozin. Talk with your doctor about how to avoid the risk of fractures. Side effects may be more likely to occur in older adults. Common side effects of canagliflozin may include: genital infections; or urinating more than usual.",canagliflozin,SGLT-2 inhibitors,Invokana
chromium picolinate,"hives ; difficulty breathing; swelling of your face, lips, tongue, or throat. Chromium picolinate may cause serious side effects. Stop using chromium picolinate and call your doctor at once if you have: thinking problems, trouble concentrating; problems with balance or coordination; or liver problems-- nausea , upper stomach pain, itching, tired feeling, loss of appetite, dark urine, clay-colored stools, jaundice (yellowing of the skin or eyes). Common side effects of chromium picolinate may include: headache ; sleep problems ( insomnia ); or mood changes, feeling irritable.",chromium picolinate,Minerals and electrolytes,"Cr-GTF, CRM"
empagliflozin,"hives ; trouble swallowing, difficult breathing; swelling of your face, lips, tongue, or throat. Seek medical attention right away if you have signs of a serious genital infection (penis or vagina): burning, itching, odor, discharge, pain, tenderness, redness or swelling of the genital or rectal area, fever, not feeling well. These symptoms may get worse quickly. Stop taking empagliflozin and call your doctor at once if you have: a light-headed feeling, like you might pass out; dehydration -- dizziness , confusion, feeling very thirsty, less urination; ketoacidosis (too much acid in the blood)-- nausea , vomiting, stomach pain, confusion, unusual drowsiness, or trouble breathing; or signs of a bladder infection--pain or burning when you urinate, blood in your urine, pain in pelvis or back. Some side effects may be more likely to occur in older adults. Common side effects of empagliflozin may include: a bladder infection; or yeast infection in women (vaginal itching or discharge).",empagliflozin,SGLT-2 inhibitors,Jardiance
repaglinide,"pale or yellowed skin, dark colored urine, fever, confusion or weakness; or pancreatitis --severe pain in your upper stomach spreading to your back, nausea and vomiting . Common side effects of repaglinide may include: low blood sugar; nausea , diarrhea ; headache , back pain ; joint pain; or cold symptoms such as stuffy nose, sneezing, sore throat.",repaglinide (oral),Meglitinides,Prandin
acarbose,"hives ; difficulty breathing; swelling of your face, lips, tongue, or throat. Acarbose may cause serious side effects. Call your doctor at once if you have: severe constipation ; severe stomach pain, diarrhea that is watery or bloody; easy bruising, unusual bleeding (nose, mouth, vagina, or rectum), purple or red pinpoint spots under your skin; or liver problems-- nausea , upper stomach pain, itching, tired feeling, loss of appetite, dark urine, clay-colored stools, jaundice (yellowing of the skin or eyes). Common side effects of acarbose may include: stomach discomfort, gas, bloating ; mild diarrhea; or mild skin rash or itching.",acarbose,Alpha-glucosidase inhibitors,Precose
alogliptin,"severe pain in your upper stomach spreading to your back, nausea and vomiting , loss of appetite, or fast heartbeats. Alogliptin may cause serious side effects. Call your doctor at once if you have: severe or ongoing pain in your joints; heart problems--shortness of breath (even while lying down), rapid weight gain, swelling (especially in your feet, legs, or midsection); liver problems-- nausea , upper stomach pain, tired feeling, loss of appetite, dark urine, clay-colored stools, jaundice (yellowing of the skin or eyes); or a severe autoimmune reaction--itching, blisters, breakdown of the outer layer of skin. Common side effects of alogliptin may include: headache ; or cold symptoms such as stuffy nose, sinus pain, sore throat.",alogliptin,Dipeptidyl peptidase 4 inhibitors,Nesina
glimepiride / pioglitazone,"pink or red urine, painful or difficult urination, new or worsening urge to urinate; changes in your vision; sudden unusual pain in your hand, arm, or foot; liver problems--upper stomach pain, vomiting , tiredness, loss of appetite, dark urine, jaundice (yellowing of the skin or eyes); or symptoms of heart failure--shortness of breath (even while lying down), swelling in your legs or feet, rapid weight gain. Common side effects of glimepiride and pioglitazone may include: headache; muscle pain; nausea, diarrhea ; or cold symptoms such as stuffy nose, sinus pain, sneezing, sore throat.",glimepiride and pioglitazone,Antidiabetic combinations,Duetact
glyburide / metformin,"hives ; difficult breathing; swelling of your face, lips, tongue, or throat. Glyburide and metformin may cause serious side effects. Call your doctor at once if you have: heart problems-- swelling, rapid weight gain, feeling short of breath; severe hypoglycemia--extreme weakness, blurred vision, sweating, trouble speaking, tremors, stomach pain, confusion, seizure; or lactic acidosis--unusual muscle pain, trouble breathing, stomach pain, vomiting, irregular heart rate, dizziness, feeling cold, or feeling very weak or tired. Common side effects of glyburide and metformin may include: low blood sugar; nausea , diarrhea, upset stomach ; or headache .",glyburide and metformin,Antidiabetic combinations,Glucovance
linagliptin,"severe pain in your upper stomach spreading to your back, with or without vomiting. Linagliptin may cause serious side effects. Call your doctor at once if you have: severe or ongoing pain in your joints; a severe autoimmune reaction--itching, blisters, breakdown of the outer layer of skin; or symptoms of heart failure--shortness of breath (even while lying down), swelling in your legs or feet, rapid weight gain. Common side effects of linagliptin may include: runny or stuffy nose, sore throat; cough; or diarrhea .",linagliptin,Dipeptidyl peptidase 4 inhibitors,Tradjenta
bromocriptine,"hives ; difficult breathing; swelling of your face, lips, tongue, or throat. Bromocriptine may cause serious side effects. Call your doctor at once if you have: numbness , pain, and paleness or discoloration in your fingers or toes (especially in cold weather); vision problems, constant runny nose ; chest pain, pain when you breathe, fast heart rate , rapid breathing, feeling short of breath (especially when lying down); back pain , swelling in your ankles or feet, urinating less than usual or not at all; confusion, hallucinations, feeling like you might pass out; muscle movements you cannot control, loss of balance or coordination; or bloody or tarry stools, coughing up blood or vomit that looks like coffee grounds. Parlodel may cause you to fall asleep during normal daytime activities such as working, talking, eating, or driving. You may fall asleep suddenly, even after feeling alert. Tell your doctor if you have any problems with daytime sleepiness or drowsiness. You may have increased sexual urges, unusual urges to gamble, or other intense urges while taking this medicine. Talk with your doctor if this occurs. Common side effects of bromocriptine may include: dizziness; headache ; hallucinations; nausea, constipation; or abnormal involuntary movements.",bromocriptine (Parlodel),"Dopaminergic antiparkinsonism agents, Prolactin inhibitors",Parlodel
dapagliflozin / metformin,"hives ; difficult breathing; swelling of your face, lips, tongue, or throat. Seek medical attention right away if you have signs of a genital infection (penis or vagina): burning, itching, odor, discharge, pain, tenderness, redness or swelling of the genital or rectal area, fever, not feeling well. These symptoms may get worse quickly. Dapagliflozin and metformin may cause serious side effects. Call your doctor at once if you have: little or no urination; signs of a bladder infection--pain or burning when you urinate, increased urination, blood in your urine, fever, pain in your pelvis or back; dehydration symptoms--dizziness, weakness, feeling light-headed (like you might pass out); ketoacidosis (too much acid in the blood)--nausea, vomiting, stomach pain, confusion, unusual drowsiness, or trouble breathing; or lactic acidosis--unusual muscle pain, trouble breathing, stomach pain, vomiting, irregular heart rate, dizziness, feeling cold, or feeling very weak or tired. Side effects may be more likely to occur in older adults. Common side effects of dapagliflozin and metformin may include: genital infections; headache ; nausea, vomiting, diarrhea; or runny or stuffy nose, sore throat .",dapagliflozin and metformin,Antidiabetic combinations,Xigduo XR
DiaBeta,"dark urine, jaundice (yellowing of the skin or eyes); severe skin rash, redness, or itching; pale skin, easy bruising or bleeding; fever, chills, sore throat, mouth sores; or low levels of sodium in the body-- headache , confusion, slurred speech, severe weakness, vomiting , loss of coordination, feeling unsteady. Older adults may be more likely to have low blood sugar while taking DiaBeta. Common side effects of DiaBeta may include: low blood sugar; nausea, heartburn , feeling full; muscle or joint pain; blurred vision; or mild rash or skin redness.",glyburide,Sulfonylureas,Glynase PresTab
empagliflozin / metformin,"hives ; trouble swallowing, difficult breathing; swelling of your face, lips, tongue, or throat. Seek medical attention right away if you have signs of a serious genital infection (penis or vagina): burning, itching, odor, discharge, pain, tenderness, redness or swelling of the genital or rectal area, fever, not feeling well. These symptoms may get worse quickly. Stop taking empagliflozin and metformin and call your doctor at once if you have: a light-headed feeling, like you might pass out; dehydration -- dizziness , confusion, feeling very thirsty, less urination; ketoacidosis (too much acid in the blood)-- nausea , vomiting, stomach pain, confusion, unusual drowsiness, or trouble breathing; lactic acidosis--unusual muscle pain, trouble breathing, stomach pain, vomiting, irregular heart rate, dizziness, feeling cold, or feeling very weak or tired; or signs of a bladder infection--pain or burning when you urinate, blood in your urine, pain in pelvis or back. Some side effects may be more likely to occur in older adults. Common side effects of empagliflozin and metformin may include: low blood sugar; indigestion , stomach pain, gas, nausea, vomiting, diarrhea; a bladder infection; yeast infection in women (vaginal itching or discharge); headache , weakness; or runny or stuffy nose, sore throat .",empagliflozin and metformin,Antidiabetic combinations,"Synjardy, Synjardy XR"
glipizide / metformin,"hives ; difficult breathing; swelling of your face, lips, tongue, or throat. glipizide and metformin may cause serious side effects. Stop using glipizide and metformin and call your doctor at once if you have: heart problems-- swelling, rapid weight gain, feeling short of breath; severe hypoglycemia--extreme weakness, blurred vision, sweating, trouble speaking, tremors, stomach pain, confusion, seizure; or lactic acidosis--unusual muscle pain, trouble breathing, stomach pain, vomiting, irregular heart rate, dizziness, feeling cold, or feeling very weak or tired. Common side effects of glipizide and metformin may include: upset stomach , nausea , diarrhea; headache ; or cold symptoms such as stuffy nose, sneezing, sore throat .",glipizide and metformin,Antidiabetic combinations,Metaglip
Glynase,"WARNING/CAUTION: Even though it may be rare, some people may have very bad and sometimes deadly side effects when taking a drug. Tell your doctor or get medical help right away if you have any of the following signs or symptoms that may be related to a very bad side effect: Signs of an allergic reaction, like rash; hives ; itching; red, swollen, blistered, or peeling skin with or without fever; wheezing; tightness in the chest or throat; trouble breathing, swallowing, or talking; unusual hoarseness; or swelling of the mouth, face, lips, tongue, or throat. Signs of liver problems like dark urine, feeling tired, not hungry, upset stomach or stomach pain, light-colored stools, throwing up, or yellow skin or eyes. Signs of low sodium levels like headache , trouble focusing, memory problems, feeling confused, weakness, seizures , or change in balance. Change in eyesight. Muscle or joint pain. Low blood sugar can happen. The chance may be raised when Glynase (glyburide) is used with other drugs for diabetes. Signs may be dizziness , headache, feeling sleepy or weak, shaking, fast heartbeat , confusion, hunger, or sweating. Call your doctor right away if you have any of these signs. Follow what you have been told to do for low blood sugar. This may include taking glucose tablets, liquid glucose, or some fruit juices. The ability of your bone marrow to make blood cells may be lowered. This can lead to very bad bleeding problems or infections. Tell your doctor right away if you have signs of infection like fever, chills, or sore throat ; any bruising or bleeding; or if you feel very tired or weak. Glynase side effects",Glyburide,Sulfonylureas,Diabeta
Janumet XR,"severe pain in your upper stomach spreading to your back, nausea and vomiting , loss of appetite, or fast heartbeats. Some people using metformin develop lactic acidosis, which can be fatal. Get emergency medical help if you have even mild symptoms such as: unusual muscle pain; feeling cold; trouble breathing; feeling dizzy, light-headed, tired, or very weak; stomach pain, vomiting ; or irregular heart rate. Call your doctor at once if you have any of these serious side effects: severe autoimmune reaction--itching, blisters, breakdown of the outer layer of skin; severe or ongoing pain in your joints; little or no urinating; or symptoms of heart failure --shortness of breath (even while lying down), swelling in your legs or feet, rapid weight gain. Common side effects of Janumet XR may include: low blood sugar (if you also use insulin or another oral diabetes medication); upset stomach , indigestion , gas, diarrhea , nausea, vomiting; headache , weakness; or cold symptoms such as runny or stuffy nose, sneezing, sore throat.",metformin and sitagliptin,Antidiabetic combinations,Janumet
Jentadueto,"( hives , difficult breathing, swelling in your face or throat) or a severe skin reaction (fever, sore throat , burning eyes, skin pain, red or purple skin rash with blistering and peeling). Stop taking this medicine and call your doctor right away if you have symptoms of pancreatitis : severe pain in your upper stomach spreading to your back, nausea and vomiting , loss of appetite, or fast heartbeats. Mild symptoms of lactic acidosis may worsen over time , and this condition can be fatal. Get emergency medical help if you have: unusual muscle pain, trouble breathing, stomach pain, vomiting, fast/slow or irregular heartbeats, dizziness, feeling cold, or feeling very weak or tired. Call your doctor at once if you have: a severe autoimmune reaction - itching, blisters, breakdown of the outer layer of skin; severe or ongoing pain in your joints; or symptoms of heart failure - shortness of breath (even while lying down), swelling in your legs or feet, rapid weight gain. Common Jentadueto side effects include: sore throat; sinus pain, stuffy nose; or diarrhea .",linagliptin and metformin,Antidiabetic combinations,Jentadueto XR
lixisenatide,"hives , itching, severe rash; rapid heartbeats; trouble swallowing; difficult breathing; feeling light-headed; swelling of your face, lips, tongue, or throat. lixisenatide may cause serious side effects. Stop using lixisenatide and call your doctor at once if you have: pancreatitis--severe pain in your upper stomach spreading to your back, nausea and vomiting , fast heart rate ; low blood sugar-- headache , hunger, sweating, irritability, dizziness , nausea, fast heart rate, and feeling anxious or shaky; or kidney problems--little or no urination, painful or difficult urination, swelling in your feet or ankles, feeling tired or short of breath. Common side effects of lixisenatide may include: nausea, vomiting, diarrhea ; headache; dizziness; or low blood sugar.",lixisenatide,Incretin mimetics,Adlyxin
metformin / pioglitazone,"hives ; difficult breathing; swelling of your face, lips, tongue, or throat. Some people using metformin and pioglitazone develop lactic acidosis, which can be fatal. Get emergency medical help if you have even mild symptoms such as: unusual muscle pain; feeling cold; trouble breathing; feeling dizzy, light-headed, tired, or very weak; stomach pain, vomiting ; or slow or irregular heart rate. Metformin and pioglitazone may cause serious side effects. Call your doctor at once if you have: pink or red urine, painful or difficult urination, new or worsening urge to urinate; changes in your vision; heart problems-- swelling, rapid weight gain, feeling short of breath; liver problems--loss of appetite, nausea , vomiting, stomach pain, tiredness, dark urine, jaundice (yellowing of the skin or eyes); or low red blood cells (anemia)--pale skin, unusual tiredness, feeling light-headed or short of breath, cold hands and feet. Common side effects of metformin and pioglitazone may include: headache ; weight gain; diarrhea ; or cold symptoms such as stuffy nose, sinus pain, sneezing, sore throat .",metformin and pioglitazone,Antidiabetic combinations,"Actoplus Met, Actoplus Met XR"
metformin / saxagliptin,"hives , itching, peeling skin ; difficult breathing; swelling of your face, lips, tongue, or throat. Stop taking metformin and saxagliptin and call your doctor right away if you have symptoms of pancreatitis : severe pain in your upper stomach spreading to your back, nausea and vomiting , loss of appetite, or fast heartbeats. Some people using metformin develop lactic acidosis, which can be fatal. Get emergency medical help if you have even mild symptoms such as: unusual muscle pain; feeling cold; trouble breathing; feeling dizzy, light-headed, tired, or very weak; stomach pain, vomiting ; or irregular heart rate. Call your doctor at once if you have any of these serious side effects: severe autoimmune reaction--itching, blisters, breakdown of the outer layer of skin; severe or ongoing pain in your joints; pain or burning when you urinate; or symptoms of heart failure --shortness of breath (even while lying down), swelling in your legs or feet, rapid weight gain. Common side effects of metformin and saxagliptin may include: diarrhea , nausea; headache ; or cold symptoms such as runny or stuffy nose, sneezing, sore throat .",metformin and saxagliptin,Antidiabetic combinations,Kombiglyze XR
miglitol,"hives ; difficult breathing; swelling of your face, lips, tongue, or throat. Miglitol may cause serious side effects. Call your doctor at once if you have: severe diarrhea or constipation ; bloody or tarry stools; rectal bleeding ; or diarrhea that contains blood or mucus. Common side effects of miglitol may include: stomach discomfort; diarrhea; gas; or mild rash.",miglitol,Alpha-glucosidase inhibitors,Glyset
saxagliptin,"hives , a purple or red skin rash that spreads and causes blistering and peeling; difficulty breathing; swelling of your face, lips, tongue, or throat. Stop taking saxagliptin and call your doctor right away if you have symptoms of pancreatitis: severe pain in your upper stomach spreading to your back, nausea and vomiting , loss of appetite, or fast heartbeats. Saxagliptin may cause serious side effects. Call your doctor at once if you have: severe or ongoing pain in your joints; pain or burning when you urinate; or heart problems--shortness of breath (even while lying down), feeling weak or tired, rapid weight gain, swelling (especially in your feet, legs, or midsection. Common side effects of saxagliptin may include: painful urination; headache ; runny or stuffy nose, sore throat , cough; or swelling in your hands or feet.",saxagliptin,Dipeptidyl peptidase 4 inhibitors,Onglyza
Synjardy,"hives ; trouble swallowing, difficult breathing; swelling of your face, lips, tongue, or throat. Seek medical attention right away if you have signs of a serious genital infection (penis or vagina): burning, itching, odor, discharge, pain, tenderness, redness or swelling of the genital or rectal area, fever, not feeling well. These symptoms may get worse quickly. Stop taking Synjardy and call your doctor at once if you have: a light-headed feeling, like you might pass out; dehydration - dizziness , confusion, feeling very thirsty, less urination; ketoacidosis (too much acid in the blood) - nausea , vomiting, stomach pain, confusion, unusual drowsiness, or trouble breathing; lactic acidosis - unusual muscle pain, trouble breathing, stomach pain, vomiting, irregular heart rate, dizziness, feeling cold, or feeling very weak or tired; or signs of a bladder infection - pain or burning when you urinate, blood in your urine, pain in pelvis or back. Some side effects may be more likely to occur in older adults. Common Synjardy side effects may include: low blood sugar; indigestion , stomach pain, gas, nausea, vomiting, diarrhea; a bladder infection; yeast infection in women (vaginal itching or discharge); headache , weakness; or runny or stuffy nose, sore throat .",empagliflozin and metformin,Antidiabetic combinations,Synjardy XR
ActoPlus Met,"hives ; difficult breathing; swelling of your face, lips, tongue, or throat. Some people using Actoplus Met develop lactic acidosis, which can be fatal. Get emergency medical help if you have even mild symptoms such as: unusual muscle pain; feeling cold; trouble breathing; feeling dizzy, light-headed, tired, or very weak; stomach pain, vomiting ; or slow or irregular heart rate. Call your doctor at once if you have: pink or red urine, painful or difficult urination, new or worsening urge to urinate; changes in your vision; heart problems - swelling, rapid weight gain, feeling short of breath; liver problems - loss of appetite, nausea, vomiting, stomach pain, tiredness, dark urine, jaundice (yellowing of the skin or eyes); or low red blood cells (anemia) - pale skin, unusual tiredness, feeling light-headed or short of breath, cold hands and feet. Common Actoplus Met side effects may include: headache; weight gain; diarrhea ; or cold symptoms such as stuffy nose, sinus pain, sneezing, sore throat .",metformin and pioglitazone,Antidiabetic combinations,Actoplus Met XR
alogliptin / metformin,"unusual muscle pain; feeling cold; trouble breathing; feeling dizzy, light-headed, tired, or very weak; stomach pain, vomiting ; or slow or irregular heart rate. Alogliptin and metformin may cause serious side effects. Call your doctor at once if you have: severe or ongoing pain in your joints; pain or burning when you urinate; liver problems--nausea, upper stomach pain, tiredness, loss of appetite, dark urine, jaundice (yellowing of the skin or eyes); or symptoms of heart failure --shortness of breath (even while lying down), swelling in your legs or feet, rapid weight gain. Common side effects of alogliptin and metformin may include: diarrhea , upset stomach ; increased blood pressure (severe headache , blurred vision, pounding in your neck or ears); back pain , headache; or cold symptoms such as stuffy nose, sinus pain, sore throat.",alogliptin and metformin,Antidiabetic combinations,Kazano
alogliptin / pioglitazone,"nausea or vomiting, and upper stomach pain (that may spread to your back). Alogliptin and pioglitazone may cause serious side effects. Call your doctor at once if you have: a severe autoimmune reaction--itching, blisters, breakdown of the outer layer of skin; severe or ongoing pain in your joints; pink or red urine, burning when you urinate, new or worsening urge to urinate; changes in your vision; liver problems--upper stomach pain, vomiting, tiredness, loss of appetite, dark urine, jaundice (yellowing of the skin or eyes); or symptoms of heart failure--shortness of breath (even while lying down), swelling in your legs or feet, rapid weight gain. Common side effects of alogliptin and pioglitazone may include: back pain ; or cold symptoms such as stuffy nose, sinus pain, sore throat.",alogliptin and pioglitazone,Antidiabetic combinations,Oseni
canagliflozin / metformin,"hives ; difficult breathing; swelling of your face, lips, tongue, or throat. Seek medical attention right away if you have signs of a genital infection (penis or vagina): burning, itching, odor, discharge, pain, tenderness, redness or swelling of the genital or rectal area, fever, not feeling well. These symptoms may get worse quickly. Mild symptoms of lactic acidosis may worsen over time , and this condition can be fatal. Stop taking canagliflozin and metformin and call your doctor right away if you have unusual muscle pain, trouble breathing, stomach pain, vomiting, irregular heart rate, dizziness, feeling cold, or feeling very weak or tired. Canagliflozin and metformin may cause serious side effects. Call your doctor at once if you have: new pain, tenderness, sores, ulcers, or infections in your legs or feet; little or no urination; a light-headed feeling, like you might pass out; high potassium level--nausea, weakness, tingly feeling, chest pain, irregular heartbeats, muscle weakness; ketoacidosis (too much acid in the blood)--nausea, vomiting, stomach pain, confusion, unusual drowsiness, or trouble breathing; or signs of a bladder infection --pain or burning when you urinate, urine that looks cloudy, pain in pelvis or back. Older adults may be more likely to get dehydrated or have kidney problems while taking this medicine. You may be more likely to have a broken bone while using this medicine. Talk with your doctor about how to avoid the risk of fractures. Common side effects of canagliflozin and metformin may include: urinating more than usual; headache , weakness; gas, stomach pain, indigestion ; nausea, vomiting; or diarrhea.",canagliflozin and metformin,Antidiabetic combinations,"Invokamet, Invokamet XR"
Cr-GTF,"hives ; difficulty breathing; swelling of your face, lips, tongue, or throat. Cr-GTF may cause serious side effects. Stop using Cr-GTF and call your doctor at once if you have: thinking problems, trouble concentrating; problems with balance or coordination; or liver problems-- nausea , upper stomach pain, itching, tired feeling, loss of appetite, dark urine, clay-colored stools, jaundice (yellowing of the skin or eyes). Common side effects of Cr-GTF may include: headache ; sleep problems ( insomnia ); or mood changes, feeling irritable.",chromium picolinate,Minerals and electrolytes,CRM
CRM,"hives ; difficulty breathing; swelling of your face, lips, tongue, or throat. CRM may cause serious side effects. Stop using CRM and call your doctor at once if you have: thinking problems, trouble concentrating; problems with balance or coordination; or liver problems-- nausea , upper stomach pain, itching, tired feeling, loss of appetite, dark urine, clay-colored stools, jaundice (yellowing of the skin or eyes). Common side effects of CRM may include: headache ; sleep problems ( insomnia ); or mood changes, feeling irritable.",chromium picolinate,Minerals and electrolytes,Cr-GTF
dapagliflozin / saxagliptin,"hives , itching, flaking or peeling skin ; trouble swallowing, difficult breathing; swelling of your face, lips, tongue, or throat. Seek medical attention right away if you have signs of a genital infection (penis or vagina): burning, itching, odor, discharge, pain, tenderness, redness or swelling of the genital or rectal area, fever, not feeling well. These symptoms may get worse quickly. Stop taking dapagliflozin and saxagliptin and call your doctor at once if you have: severe or ongoing pain in your joints; serious skin reaction--itching, blisters, breakdown of the outer layer of skin; ketoacidosis (too much acid in the blood)--nausea, vomiting, stomach pain, confusion, unusual drowsiness, or trouble breathing; pancreatitis --severe pain in your upper stomach spreading to your back, nausea and vomiting , fast heart rate; dehydration symptoms-- dizziness , weakness, feeling light-headed (like you might pass out); or signs of a bladder infection --pain or burning when you urinate, increased urination, blood in your urine, pain in your pelvis or back. Some people taking dapagliflozin have had bladder cancer, but it is not clear if this medicine was the actual cause. Common side effects of dapagliflozin and saxagliptin may include: urination problems; abnormal blood levels of cholesterol or triglycerides; or runny nose , stuffy nose, sinus pain.",dapagliflozin and saxagliptin,Antidiabetic combinations,Qtern
